id,BT_Score_Respondent
2514417,0.02090958782464256
2498930,0.020899125507666462
2499260,0.020899125507604876
2494518,0.02089825363337509
2494117,0.02089825363335857
2545879,0.020882213696924324
2498414,0.020879930991358153
2612587,0.02087820944398464
2614784,0.020878209443952335
2612770,0.020878209443938908
2501420,0.020873091420014717
2493775,0.020852719726437874
2510818,0.020852719726433946
2493442,0.02085271972639946
2494060,0.02085271972638946
2493307,0.020852719726387015
2493468,0.020852719726381162
2493344,0.02085271972637505
2496539,0.02085271972636601
2496174,0.020843042326286684
2493317,0.020842087309316727
2493087,0.020832757068589593
2519469,0.020832724846366595
2493819,0.020830559909831736
2493149,0.02082609768513017
2495914,0.02082363768504389
2528391,0.02082123245148801
2538041,0.020821232451474582
2542277,0.02082123245146981
2486970,0.020809926893246223
2491151,0.020809926893242306
2488091,0.02080992689322608
2489266,0.020809926893219238
2614688,0.020804223728127846
2485121,0.02080422372811946
2494755,0.020804015893793746
2494637,0.020804015893741822
2494749,0.020804015893710965
2498210,0.020802190830817444
2498119,0.02080219083080573
2495986,0.020802159413965834
2487327,0.02078857473642382
2488258,0.020788574736421164
2487957,0.020788574736416435
2495287,0.020778236991991616
2495122,0.02077823699196991
2509341,0.020769904704830006
2610321,0.020744710706295282
2514374,6.260279348727386e-08
2494168,6.260229612496945e-08
2506489,6.26017836026108e-08
2497506,6.26014205292675e-08
2514018,6.260138248473667e-08
2493931,6.260102957410235e-08
2513589,6.260078000110698e-08
2502354,6.260068865794555e-08
2495925,6.260042898676164e-08
2495618,6.2599866806017e-08
2494614,6.259979664217347e-08
2493172,6.259975896511027e-08
2511977,6.259975066667733e-08
2581566,6.259954777441029e-08
2580040,6.259931111331126e-08
2484586,6.259923862954772e-08
2484584,6.259923862954311e-08
2502746,6.259920414805502e-08
2495251,6.259899247275062e-08
2598941,6.259866136423009e-08
2493195,6.259855660629832e-08
2488900,6.259854611753077e-08
2495027,6.259851923189837e-08
2495760,6.259849349230905e-08
2484953,6.259843753905894e-08
2487053,6.259833972797207e-08
2493255,6.259830452815413e-08
2498440,6.259829022666114e-08
2484596,6.259828319548293e-08
2495039,6.259821604039104e-08
2493145,6.259808627205533e-08
2517637,6.259803273632426e-08
2525017,6.25979956061308e-08
2510912,6.259750193439057e-08
2493639,6.259738678414946e-08
2498478,6.259725242717346e-08
2492918,6.259690514925108e-08
2495968,6.259688443096609e-08
2495318,6.259629916665519e-08
2498702,6.259619710816621e-08
2506903,6.259539222049678e-08
2517474,6.259513307840619e-08
2525619,6.259401161784421e-08
2501018,6.259278430047228e-08
2612019,6.25921055715922e-08
2609475,6.259208441477538e-08
2609586,6.259141165081316e-08
2611642,6.259098843872356e-08
2501153,2.525917303568817e-08
2500781,2.5258585819271093e-08
2497918,2.5257451506830324e-08
2516247,2.5256729420554223e-08
2578514,2.5256574813014015e-08
2517758,2.5256473679286658e-08
2494212,2.5256356930184245e-08
2493167,2.5256326663189776e-08
2600794,2.525631759563537e-08
2493231,2.5256142016433935e-08
2494639,2.52560707759128e-08
2494896,2.5256019886766165e-08
2495297,2.5255937018135896e-08
2495599,2.525593497833827e-08
2486450,2.525591218245739e-08
2493880,2.5255908749330776e-08
2493509,2.525579156599648e-08
2493016,2.5255772266642787e-08
2579907,2.525576503638201e-08
2496195,2.5255734352370202e-08
2484634,2.525572905204858e-08
2494984,2.5255679570134212e-08
2493059,2.5255600651358373e-08
2484970,2.525559912501009e-08
2499542,2.5255549155361903e-08
2492972,2.525553393952838e-08
2493481,2.5255518826614622e-08
2498858,2.5255491096317388e-08
2518531,2.5255413670084674e-08
2495690,2.5255385914402636e-08
2495062,2.5255321627827372e-08
2493062,2.5255305908632374e-08
2498099,2.5255255968452766e-08
2496571,2.5255092244049948e-08
2608551,2.5255056434850987e-08
2583256,2.5255053104042106e-08
2493355,2.525503408284079e-08
2486227,2.5254986199029978e-08
2492974,2.5254917013021444e-08
2494082,2.5254879571516123e-08
2492923,2.5254789504962717e-08
2493521,2.52547074747407e-08
2519035,2.5254619206799896e-08
2512921,2.525446998874888e-08
2580660,2.5254455341228174e-08
2501807,2.5253684024419878e-08
2534836,2.525367094824183e-08
2583372,2.525281291602518e-08
2500688,1.3638849864009518e-08
2522020,1.3638610238484396e-08
2578788,1.3638218433395427e-08
2543932,1.3638051997096266e-08
2498613,1.363796148658936e-08
2501383,1.3637911334209837e-08
2534830,1.3637845972794852e-08
2500345,1.3637813670525007e-08
2609899,1.363776458607799e-08
2495854,1.3637640451933348e-08
2507059,1.3637478128624256e-08
2494993,1.363746873228069e-08
2613835,1.3637421552050967e-08
2495578,1.3637364716491426e-08
2499286,1.3637364541557895e-08
2484626,1.3637341507050573e-08
2486084,1.363728000585927e-08
2514585,1.3637274726178552e-08
2498817,1.3637270360247457e-08
2499545,1.3637265726102948e-08
2487872,1.3637198486548184e-08
2511207,1.3637189173477301e-08
2611254,1.363713815500942e-08
2490604,1.3637109936929714e-08
2498936,1.3637100663272899e-08
2500596,1.3637092096778103e-08
2496568,1.3637021800335864e-08
2492942,1.3637008760316628e-08
2495584,1.3636992565650656e-08
2490996,1.3636969294648717e-08
2493929,1.363696441415435e-08
2487661,1.3636948813375006e-08
2493543,1.3636872804060996e-08
2493141,1.3636762114854668e-08
2493009,1.3636758112591562e-08
2484862,1.36366604594571e-08
2494517,1.3636632337738767e-08
2485220,1.3636421703187973e-08
2498250,1.3636401863646298e-08
2516538,1.3636082365982538e-08
2516518,1.363607741550326e-08
2514015,1.363602871783019e-08
2506610,1.3635560733115308e-08
2525589,8.308399491152417e-09
2494464,8.30818582977586e-09
2508820,8.308093538396942e-09
2495565,8.308043972253343e-09
2541576,8.307923292073728e-09
2612796,8.30786101956571e-09
2524824,8.307846625730442e-09
2612072,8.30783128599549e-09
2611763,8.30771325688684e-09
2611626,8.307697774274878e-09
2533443,8.307685027756477e-09
2611189,8.307676646356034e-09
2493019,8.307627987722783e-09
2487361,8.307612106673315e-09
2486469,8.307557626499871e-09
2493100,8.307546247362001e-09
2517246,8.307536356083661e-09
2493770,8.307524207133175e-09
2497570,8.307519688569459e-09
2528005,8.307518940486851e-09
2493313,8.307495445106053e-09
2497110,8.307404403057722e-09
2496435,8.307396402755577e-09
2512079,8.307325540752339e-09
2500566,8.30732137664315e-09
2496379,8.307287256205917e-09
2498146,8.307156652643648e-09
2497137,8.307150888382667e-09
2494515,8.307088994138474e-09
2515787,8.306755826413615e-09
2584879,8.30674964202724e-09
2581426,8.306521950269408e-09
2505598,5.393121932562797e-09
2513793,5.3930889305477305e-09
2511769,5.3930233828427735e-09
2494259,5.393001773848489e-09
2498032,5.392943261692886e-09
2613560,5.3929214301591206e-09
2494723,5.3928791641042966e-09
2494692,5.392853739241339e-09
2614052,5.392852944898949e-09
2494148,5.392793694522334e-09
2495772,5.3927705287264155e-09
2493890,5.392770253842642e-09
2498877,5.3927676932017966e-09
2611840,5.392758511789224e-09
2495814,5.39274577612359e-09
2493029,5.392739009210487e-09
2495289,5.392734125059134e-09
2582411,5.3927316375200485e-09
2493177,5.39272852485088e-09
2495878,5.392727744036976e-09
2494894,5.392720550580464e-09
2493340,5.392713015969921e-09
2493022,5.392681630879884e-09
2610585,5.3926782252519645e-09
2493812,5.392671994318884e-09
2493810,5.3926576863153845e-09
2495633,5.392645094117631e-09
2492954,5.3926330090176785e-09
2493602,5.392628264093839e-09
2486948,5.392622288566444e-09
2493513,5.392611656614855e-09
2502194,5.392604781993508e-09
2493288,5.392602897368511e-09
2484724,5.392590463751518e-09
2594131,5.3925855548903084e-09
2607282,5.392575705270646e-09
2493646,5.392563952514939e-09
2607226,5.392544187228466e-09
2484979,5.392541334509694e-09
2484905,5.392539865362087e-09
2514465,5.39253712484593e-09
2493067,5.392526276070392e-09
2536448,5.392501597498703e-09
2493774,5.392498081649112e-09
2498979,5.392467088743491e-09
2515376,5.3924485389606745e-09
2595968,5.392431549590708e-09
2607778,5.392423376616283e-09
2536610,5.392406289871566e-09
2589753,5.392374699279265e-09
2525766,5.392142562551004e-09
2515960,3.6245801107990827e-09
2516196,3.624412734042644e-09
2496078,3.6243098423258404e-09
2495037,3.6242932145103158e-09
2495497,3.6242814142436943e-09
2494645,3.624279649209405e-09
2602197,3.624247605355944e-09
2493815,3.624216591646497e-09
2608244,3.6241963040563788e-09
2493508,3.624181779507074e-09
2484912,3.6241770719449834e-09
2493341,3.624173736300586e-09
2493604,3.624162272146997e-09
2610339,3.624161035537137e-09
2502749,3.6241552733646624e-09
2495714,3.624153360765504e-09
2486332,3.6241439177292e-09
2515090,3.6241384774601127e-09
2506604,3.6241268619233062e-09
2484591,3.6241243831419614e-09
2484565,3.6241243831418393e-09
2484701,3.624124383141792e-09
2493949,3.6241233498315243e-09
2495984,3.624121689116549e-09
2500005,3.624120623346145e-09
2495211,3.624096988314024e-09
2524530,3.6240915378444077e-09
2486374,3.6240627170702012e-09
2493452,3.6240420831334185e-09
2494557,3.624030309893924e-09
2525099,3.624020108547924e-09
2504016,3.6239890851046482e-09
2584016,3.623977261157982e-09
2608996,3.6239342034302767e-09
2494763,3.6239321811180505e-09
2607337,3.623882564830318e-09
2498086,3.6238272429255277e-09
2614068,3.6237977131364528e-09
2610603,2.476136750142552e-09
2580866,2.4760605596549973e-09
2612653,2.476021483813659e-09
2496846,2.4760013167258324e-09
2496564,2.47598505841361e-09
2501059,2.4759746714467625e-09
2495331,2.475919494201804e-09
2495192,2.4759152232226304e-09
2494453,2.4759151252631497e-09
2494421,2.4759032607933205e-09
2496086,2.475894205386289e-09
2494033,2.4758929712595566e-09
2493962,2.4758904169866936e-09
2494028,2.475886975022275e-09
2494945,2.4758819955452595e-09
2497276,2.4758810222727353e-09
2493047,2.475855872720489e-09
2494031,2.4758515748445355e-09
2492962,2.4758496814027603e-09
2485629,2.4758395188073664e-09
2493444,2.475832646586267e-09
2486166,2.475829782180346e-09
2495426,2.4758283189244796e-09
2494821,2.4758276229358665e-09
2499522,2.47581047916621e-09
2607329,2.4758038444688468e-09
2493356,2.4758036912905678e-09
2494735,2.4757950561292716e-09
2493380,2.4757945572705677e-09
2493687,2.4757907159107554e-09
2488931,2.4757904242835056e-09
2530151,2.4757854298575346e-09
2488790,2.4757842980586303e-09
2495256,2.475782136756329e-09
2507016,2.475777644346877e-09
2485119,2.475776043398193e-09
2494121,2.4757540704472652e-09
2491684,2.475751570143182e-09
2513571,2.475750476203836e-09
2493020,2.475749881604173e-09
2484737,2.475748588849042e-09
2484883,2.475746487402393e-09
2497644,2.4757452583132164e-09
2497191,2.4757240785131687e-09
2521130,2.4757044542223817e-09
2496502,2.4756906796995017e-09
2512233,2.475688806800954e-09
2495480,2.4756603456114166e-09
2578737,2.4756481993902323e-09
2497618,2.4755918578750435e-09
2522533,2.475546926626411e-09
2529883,1.6949973015646452e-09
2611656,1.694930543375568e-09
2520207,1.6949138589628765e-09
2514191,1.6948906168528855e-09
2515643,1.6948867818674711e-09
2582323,1.694876563291959e-09
2578622,1.6948621604648461e-09
2607281,1.6948609311946793e-09
2499799,1.6948524618481537e-09
2493190,1.694842491260392e-09
2488061,1.694841549261815e-09
2493517,1.6948315040214228e-09
2492925,1.694829470130915e-09
2487211,1.6948234649982364e-09
2515035,1.6948183674915555e-09
2498676,1.694815661207383e-09
2496252,1.694815331891593e-09
2494630,1.6948136000826678e-09
2609166,1.694809957416476e-09
2493102,1.6947974333684518e-09
2493134,1.6947957442407025e-09
2613295,1.694795317794102e-09
2494750,1.6947944708987613e-09
2522461,1.6947932833948127e-09
2485239,1.6947912828467524e-09
2493418,1.694789574143597e-09
2493384,1.694787140000672e-09
2520316,1.6947866820892705e-09
2611919,1.6947835820120842e-09
2492976,1.6947790171887952e-09
2489284,1.6947752748952621e-09
2485062,1.6947742664593815e-09
2484821,1.6947742664593702e-09
2492912,1.6947742375751006e-09
2486885,1.6947730432582363e-09
2492991,1.6947660443512673e-09
2578595,1.6947649456337056e-09
2486462,1.6947616695274462e-09
2493536,1.6947554071952757e-09
2497815,1.6947532430054953e-09
2611873,1.6947324009165107e-09
2522139,1.6947163817166762e-09
2579342,1.6947123764076324e-09
2493895,1.6947097217667844e-09
2612281,1.694702849390746e-09
2611679,1.6946943373752527e-09
2513568,1.6946286607670012e-09
2585544,1.6945889371540004e-09
2514550,1.1461769402270483e-09
2591587,1.1461175877207849e-09
2497343,1.1460986811977012e-09
2493985,1.146086481111984e-09
2487109,1.1460840615533858e-09
2485516,1.146077465557654e-09
2504276,1.14607639188206e-09
2612240,1.1460755755477917e-09
2499466,1.1460747951357649e-09
2484576,1.1460746249721842e-09
2492985,1.1460698016546655e-09
2487666,1.1460694447236603e-09
2514332,1.1460693165621053e-09
2493056,1.1460679379347437e-09
2585359,1.1460678675759036e-09
2495346,1.1460668516760881e-09
2492929,1.1460616563664791e-09
2534496,1.1460522268440588e-09
2506047,1.1460518546476515e-09
2493144,1.1460472061717589e-09
2485828,1.1460421815540764e-09
2544714,1.1460398780034002e-09
2488551,1.1460282743378815e-09
2492964,1.1460218416996422e-09
2494618,1.1460200491893905e-09
2517706,1.1460170149129963e-09
2493479,1.1460149509223347e-09
2599828,1.1460139357187725e-09
2582146,1.1460094920741015e-09
2505318,1.1460056581987052e-09
2493902,7.518308774326625e-10
2498454,7.518236383632838e-10
2494580,7.518149877652625e-10
2494855,7.518030965539443e-10
2495019,7.518016335751187e-10
2526386,7.517849978975883e-10
2495187,7.517816715693266e-10
2492961,7.517788603140156e-10
2492995,7.517783722093703e-10
2493823,7.517748296458002e-10
2519253,7.517740269768725e-10
2611800,7.517706707523348e-10
2484746,7.517700791209196e-10
2493196,7.517690978169497e-10
2493482,7.517682487167755e-10
2493099,7.51767784207621e-10
2492947,7.517674879174474e-10
2608480,7.517650415895939e-10
2492977,7.517645237192209e-10
2498809,7.517640170823487e-10
2486499,7.517634586145225e-10
2494098,7.517592848673238e-10
2493845,7.51756351475669e-10
2579849,7.517554573245547e-10
2612106,7.517546939902391e-10
2485404,7.517543580473292e-10
2495564,7.517539047614327e-10
2612149,7.517521814996989e-10
2493277,7.517521810567413e-10
2498313,7.517504085871173e-10
2514774,7.517499893961112e-10
2494316,7.51748749273581e-10
2494279,7.517472773002665e-10
2493126,7.517465787736635e-10
2497323,7.517432711579461e-10
2494953,7.51740516251464e-10
2495364,7.517384024101127e-10
2585623,7.517383887425175e-10
2490385,7.517368457059962e-10
2493458,7.517356011610095e-10
2497246,7.51734421020563e-10
2543210,7.517332506459848e-10
2541743,7.517281379760668e-10
2529577,7.517212539104179e-10
2497946,7.517129816206935e-10
2496827,7.517010286997102e-10
2496651,7.516971651593957e-10
2508783,7.516817018027298e-10
2534498,4.6443093538531613e-10
2495376,4.6441836928206794e-10
2516110,4.644179044379726e-10
2498225,4.644130534825508e-10
2494131,4.6440755009373553e-10
2492915,4.6440673443105027e-10
2493951,4.644058493697551e-10
2494617,4.644056779724806e-10
2499720,4.644048355151533e-10
2494180,4.644027486773596e-10
2495231,4.6440221099036023e-10
2515058,4.6440211103082696e-10
2494651,4.644001285831437e-10
2612835,4.6439842407329693e-10
2485155,4.643981888951681e-10
2495007,4.6439794569326893e-10
2493086,4.643968681902477e-10
2519855,4.6439565130623206e-10
2494038,4.6439521214027615e-10
2612408,4.6439502621004316e-10
2578838,4.6439433046768905e-10
2493426,4.643935979113837e-10
2495447,4.643932279632368e-10
2508222,4.6439262457276984e-10
2519016,4.6439198268618567e-10
2493445,4.6438961162341873e-10
2493353,4.6438902611304207e-10
2485716,4.6438771482596584e-10
2494233,4.643876515365761e-10
2488582,4.6438329956078014e-10
2494215,4.6438240724897496e-10
2499115,4.6438128733674727e-10
2613845,4.6438038644167713e-10
2578627,4.6437774493250267e-10
2517757,4.643776776814662e-10
2493275,4.6437742223563974e-10
2495850,4.6437610570720667e-10
2513616,4.6437359582887763e-10
2495640,4.6437357850539485e-10
2607442,4.6437268484728415e-10
2495817,4.6437119918025263e-10
2496276,4.643710633137111e-10
2498618,4.643591989542579e-10
2580973,4.6434342259416476e-10
2587652,4.6433055587038403e-10
2517619,2.5434087207061223e-10
2494240,2.5433960681244316e-10
2612708,2.543376886127466e-10
2496746,2.5433562036091183e-10
2494970,2.543355588926309e-10
2515782,2.543319586234053e-10
2485233,2.5433114657142533e-10
2493232,2.543297522500091e-10
2487455,2.543285247602482e-10
2494835,2.5432804410383383e-10
2493011,2.5432787384635957e-10
2518795,2.543275833545038e-10
2493436,2.5432699165839623e-10
2497658,2.543267662106323e-10
2505366,2.543265945717306e-10
2496620,2.543256529621719e-10
2493427,2.5432519163328783e-10
2520741,2.543249219728909e-10
2500521,2.54324751956916e-10
2493977,2.5432448854097836e-10
2492953,2.5432405582701427e-10
2517280,2.543239516264031e-10
2519322,2.5432315647369743e-10
2502514,2.54322975510126e-10
2492914,2.543214101734794e-10
2499605,2.543204512328456e-10
2493252,2.5431943622084525e-10
2495277,2.543165554131141e-10
2598827,2.5431183786424437e-10
2511410,2.543058434780266e-10
2612489,2.543008675128381e-10
2502153,2.5430081902019544e-10
2509852,1.0327519461086866e-10
2494817,1.0327229970824631e-10
2517034,1.0327042909765913e-10
2494571,1.0327005880533647e-10
2501705,1.0326948747278481e-10
2578459,1.0326941972482345e-10
2495590,1.0326893729244739e-10
2493894,1.0326890823456624e-10
2519020,1.0326835155927467e-10
2493545,1.0326830327200585e-10
2588699,1.032682364292028e-10
2485104,1.032682195824267e-10
2493303,1.0326817144691798e-10
2497306,1.0326780458448311e-10
2493002,1.032677128380299e-10
2489501,1.032675056546567e-10
2494477,1.032674235706175e-10
2488401,1.0326731966198929e-10
2493060,1.0326669362733772e-10
2485443,1.0326559246572299e-10
2485073,1.0326559246571482e-10
2496000,1.0326503867234369e-10
2503973,1.0326493143537258e-10
2487596,1.0326491057147197e-10
2493324,1.032639538086136e-10
2499671,1.0326381223994953e-10
2493851,1.0326369198514548e-10
2496251,1.0326348902855693e-10
2495060,1.0326326021743795e-10
2495048,1.0326326021743712e-10
2495853,1.0326291709065311e-10
2518004,1.0326093713618592e-10
2500329,1.0325928839032575e-10
2498710,1.1382453148615867e-16
2490110,1.1351910580364564e-16
2495264,1.1349597159671453e-16
2518949,1.1349550153490744e-16
2515028,1.13460288083591e-16
2493572,1.1336352808121942e-16
2494561,1.1336207935781935e-16
2487166,1.1335398634045664e-16
2498910,1.1330650719090524e-16
2608256,1.1328691058336168e-16
2608952,1.1328691058320107e-16
2497030,1.1323635756932417e-16
2499205,1.1321441618562416e-16
